timestamp,decision,outcome,success,reason,confluence_score
2026-04-12 05:02:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:03:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:04:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:05:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:06:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:07:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:08:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:09:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:10:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:11:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:12:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:13:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:14:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:15:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:16:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:17:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:18:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:19:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:20:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:21:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:22:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:23:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:24:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:25:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:26:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:27:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:28:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:29:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:30:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:31:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:32:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:33:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:34:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:35:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:36:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:37:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:38:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:39:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:40:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:41:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:42:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:43:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:44:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:45:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:46:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:47:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:48:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:49:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:50:15.453767,WAIT,DOWN,0,Gathering Data (0/34),0.0
2026-04-12 05:51:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:52:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:53:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:54:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:55:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:56:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:57:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:58:15.453767,WAIT,UP,0,Gathering Data (0/34),0.0
2026-04-12 05:59:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:00:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:01:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:02:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:03:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:04:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:05:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:06:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:07:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:08:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:09:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:10:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:11:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:12:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 06:13:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:14:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:15:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:16:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:17:15.453767,WAIT,DOWN,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 06:18:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:19:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:20:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 06:21:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:22:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:23:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:24:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:25:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:26:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:27:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:28:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:29:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:30:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:31:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:32:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:33:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:34:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:35:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:36:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:37:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 06:38:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:39:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:40:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:41:15.453767,WAIT,UP,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 06:42:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:43:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:44:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:45:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 06:46:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:47:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:48:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:49:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:50:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:51:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:52:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:53:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:54:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:55:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:56:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:57:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:58:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 06:59:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:00:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:01:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:02:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:03:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 07:04:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:05:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:06:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:07:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 07:08:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:09:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:10:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 07:11:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:12:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:13:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:14:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:15:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:16:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:17:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:18:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:19:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:20:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:21:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:22:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:23:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:24:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:25:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:26:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:27:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 07:28:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:29:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:30:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:31:15.453767,WAIT,UP,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 07:32:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:33:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:34:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:35:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 07:36:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:37:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:38:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:39:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:40:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:41:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:42:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:43:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:44:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:45:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:46:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:47:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:48:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:49:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:50:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:51:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:52:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:53:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 07:54:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:55:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:56:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:57:15.453767,WAIT,DOWN,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 07:58:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 07:59:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:00:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 08:01:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:02:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:03:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:04:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:05:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:06:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:07:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:08:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:09:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:10:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:11:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:12:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:13:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:14:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:15:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:16:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:17:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 08:18:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:19:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:20:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:21:15.453767,WAIT,UP,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 08:22:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:23:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:24:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:25:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 08:26:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:27:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:28:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:29:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:30:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:31:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:32:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:33:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:34:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:35:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:36:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:37:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:38:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:39:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:40:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:41:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:42:15.453767,WAIT,DOWN,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 08:43:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:44:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:45:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:46:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:47:15.453767,WAIT,DOWN,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 08:48:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:49:15.453767,WAIT,UP,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 08:50:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:51:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:52:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:53:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:54:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:55:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:56:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:57:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:58:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 08:59:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:00:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:01:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:02:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:03:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:04:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:05:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:06:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:07:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 09:08:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:09:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:10:15.453767,WAIT,DOWN,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:11:15.453767,WAIT,UP,0,"EMA Crossed DOWN, but AO is Green (Color Mismatch)",0.5
2026-04-12 09:12:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:13:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:14:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:15:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:16:15.453767,WAIT,UP,0,"EMA Crossed UP, but AO is Red (Color Mismatch)",0.5
2026-04-12 09:17:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:18:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:19:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:20:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:21:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:22:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
2026-04-12 09:23:15.453767,WAIT,UP,0,Scanning AO / EMA Clusters,0.5
